tns_name,previous_name,repeater_name,ra,ra_err,ra_notes,dec,dec_err,dec_notes,gl,gb,exp_up,exp_up_err,exp_up_notes,exp_low,exp_low_err,exp_low_notes,bonsai_snr,bonsai_dm,low_ft_68,up_ft_68,low_ft_95,up_ft_95,snr_fitb,dm_fitb,dm_fitb_err,dm_exc_ne2001,dm_exc_ymw16,bc_width,scat_time,scat_time_err,flux,flux_err,flux_notes,fluence,fluence_err,fluence_notes,sub_num,mjd_400,mjd_400_err,mjd_inf,mjd_inf_err,width_fitb,width_fitb_err,sp_idx,sp_idx_err,sp_run,sp_run_err,high_freq,low_freq,peak_freq,chi_sq,dof,flag_frac,excluded_flag
BLIND_12,-9999,-9999,239.32,0.034,-9999,7.32,0.2,-9999,17.52,41.77,15.4,3.6,-9999,-9999.0,-9999.0,-9999,32.4,580.7,0.0,2.9,0.0,5.5,42.1,581.8537,0.0041,545.3,549.3,0.00197,<0.0011,-9999.0,3.6,2.0,-9999,10.3,4.9,-9999,0,58476.7396450374,3.5e-09,58476.7394705601,3.7e-09,0.001056,3.7e-05,-1.18,0.55,-4.4,1.1,729.5,400.2,400.2,410322.544,404917,0.35,0
BLIND_12,-9999,-9999,239.32,0.034,-9999,7.32,0.2,-9999,17.52,41.77,15.4,3.6,-9999,-9999.0,-9999.0,-9999,32.4,580.7,0.0,2.9,0.0,5.5,42.1,581.8537,0.0041,545.3,549.3,0.00197,<0.0011,-9999.0,3.6,2.0,-9999,10.3,4.9,-9999,1,58476.7396451009,6.5e-09,58476.7394706235,6.6e-09,0.00102,0.00018,-3.7,2.1,3.6,3.2,800.2,400.2,400.2,410322.544,404917,0.35,0
