d:cdsxmatch,d:mulens,d:nalerthist,d:rf_kn_vs_nonkn,d:rf_snia_vs_nonia,d:roid,d:snn_sn_vs_all,d:snn_snia_vs_nonia,i:aimage,i:aimagerat,i:bimage,i:bimagerat,i:candid,i:chinr,i:chipsf,i:classtar,i:clrcoeff,i:clrcounc,i:clrmed,i:clrrms,i:dec,i:decnr,i:diffmaglim,i:distnr,i:distpsnr1,i:distpsnr2,i:distpsnr3,i:drb,i:drbversion,i:dsdiff,i:dsnrms,i:elong,i:exptime,i:fid,i:field,i:fink_broker_version,i:fink_science_version,i:fwhm,i:isdiffpos,i:jd,i:jdendhist,i:jdendref,i:jdstarthist,i:jdstartref,i:magap,i:magapbig,i:magdiff,i:magfromlim,i:maggaia,i:maggaiabright,i:magnr,i:magpsf,i:magzpsci,i:magzpscirms,i:magzpsciunc,i:mindtoedge,i:nbad,i:ncovhist,i:ndethist,i:neargaia,i:neargaiabright,i:nframesref,i:nid,i:nmatches,i:nmtchps,i:nneg,i:objectId,i:objectidps1,i:objectidps2,i:objectidps3,i:pdiffimfilename,i:pid,i:programid,i:programpi,i:publisher,i:ra,i:ranr,i:rb,i:rbversion,i:rcid,i:rfid,i:schemavsn,i:scorr,i:seeratio,i:sgmag1,i:sgmag2,i:sgmag3,i:sgscore1,i:sgscore2,i:sgscore3,i:sharpnr,i:sigmagap,i:sigmagapbig,i:sigmagnr,i:sigmapsf,i:simag1,i:simag2,i:simag3,i:sky,i:srmag1,i:srmag2,i:srmag3,i:ssdistnr,i:ssmagnr,i:ssnamenr,i:ssnrms,i:sumrat,i:szmag1,i:szmag2,i:szmag3,i:tblid,i:tooflag,i:xpos,i:ypos,i:zpclrcov,i:zpmed,d:tracklet,d:tns,d:blazar_stats_m0,d:blazar_stats_m1,d:blazar_stats_m2,v:classification,v:rate,v:sigma(rate),v:g-r,v:sigma(g-r),v:rate(g-r),v:sigma(rate(g-r)),v:lastdate,v:firstdate,v:lapse,v:constellation
Unknown,0.4481636851,20,0.0,0.0,0,0.9047122002,0.7112605572,0.729,0.2690037,0.711,0.26236162,1614212605315015016,5.745,87.56528,0.983,0.101329,1.20857e-05,0.578,0.318134,0.5206998,0.5197789,20.359682,3.6646795,0.44789097,4.636865,4.954738,0.9999906,d6_m7,-95.1096,99.42611,1.0253165,30.0,2,423,1.4,0.5.1,2.71,t,2459368.7126042,2459368.7126042,2458442.040405,2459334.7125463,2458217.781655,16.9205,16.9529,-0.003586,3.4391813,15.994738,-999.0,18.471,16.924086,26.177086,0.04013,6.762e-06,1026.8969,0,326,30,15.988781,-999.0,15,1614,467,7,0,ZTF21aaxtctv,108621928227075212,108621928214285011,108621928213045807,ztf_20210603212604_000423_zr_c14_o_q2_scimrefdiffimg.fits,1614212605315,1,Kulkarni,Fink,192.8226732,192.8222096,0.8914286,t17_f5_c3,53,423120253,3.3,56.7492485046,0.92640805,-999.0,18.5528,19.1598,0.5,0.0739464,0.5,0.369,0.0206,0.0257,0.114,0.046451,-999.0,17.9011,18.7988,0.2783667,-999.0,18.08,-999.0,-999.0,-999.0,null,194.5357,1.0,-999.0,18.057,18.5421,16,0,1382.5162,2053.603,-8.18e-06,26.238,,,-1.0,-1.0,-1.0,Ambiguous,0.0293179619,0.0158347944,,,,,2021-06-03 05:06:09.003,2021-04-30 05:06:04.000,34.0000578999,Virgo
Unknown,0.449949439,21,0.0,0.0,0,0.9034209847,0.7560235262,0.796,0.29924813,0.779,0.29285714,1612233205315015014,8.33,10.126232,0.995,-0.062051,1.97722e-05,0.566,0.313628,0.520683,0.5205089,20.388306,4.6503015,0.41948134,4.6015453,4.9481983,1.0,d6_m7,-39.876534,31.673697,1.0218228,30.0,1,423,1.4,0.5.1,2.66,t,2459366.733206,2459366.733206,2458491.998831,2459334.7125463,2458203.80559,18.0086,18.0733,0.027313,2.3797064,15.994738,-999.0,17.705,17.981287,26.234287,0.035766,1.06645e-05,1022.0708,0,325,29,16.051632,-999.0,15,1612,463,7,2,ZTF21aaxtctv,108621928227075212,108621928214285011,108621928213045807,ztf_20210601233194_000423_zg_c14_o_q2_scimrefdiffimg.fits,1612233205315,1,Kulkarni,Fink,192.8226658,192.8213695,0.93,t17_f5_c3,53,423120153,3.3,26.4682712555,1.0043011,-999.0,18.5528,19.1598,0.5,0.0739464,0.5,0.324,0.0474,0.0623,0.077,0.07300199,-999.0,17.9011,18.7988,0.2461344,-999.0,18.08,-999.0,-999.0,-999.0,null,71.55023,1.0,-999.0,18.057,18.5421,14,0,1385.6505,2058.4292,-1.313e-05,26.2,,,-1.0,-1.0,-1.0,Ambiguous,0.0556939694,0.0227617036,,,,,2021-06-01 05:35:48.998,2021-04-30 05:06:04.000,32.0206597,Virgo
Unknown,0.4432294987,20,0.0,0.0,0,0.4842943847,0.8974157572,0.731,0.3137339,0.725,0.3111588,1610321715315015017,5.745,26.30527,0.987,0.104573,1.5822e-05,0.571,0.318126,0.5206876,0.5197789,19.711683,3.6154962,0.42722532,4.6099873,4.948787,1.0,d6_m7,-53.82286,73.98894,1.0082759,30.0,2,423,1.4,0.5.1,2.33,t,2459364.821713,2459364.821713,2458442.040405,2459334.7125463,2458217.781655,16.7855,16.8058,-0.024512,2.9261837,15.994738,-999.0,18.471,16.810013,26.111012,0.043027,8.7463e-06,1050.6722,0,323,27,16.035202,-999.0,15,1610,465,7,1,ZTF21aaxtctv,108621928227075212,108621928214285011,108621928213045807,ztf_20210530321701_000423_zr_c14_o_q2_scimrefdiffimg.fits,1610321715315,1,Kulkarni,Fink,192.8226675,192.8222096,0.9185714,t17_f5_c3,53,423120253,3.3,39.5085678101,1.1062628,-999.0,18.5528,19.1598,0.5,0.0739464,0.5,0.369,0.0281,0.0357,0.114,0.040475633,-999.0,17.9011,18.7988,-0.1126092,-999.0,18.08,-999.0,-999.0,-999.0,null,127.8118,1.0,-999.0,18.057,18.5421,17,0,1350.6063,2029.8278,-1.063e-05,26.172,,,-1.0,-1.0,-1.0,Ambiguous,0.022486772,0.0288100006,,,,,2021-05-30 07:43:16.003,2021-04-30 05:06:04.000,30.1091666999,Virgo
Unknown,0.3806639386,21,0.0,0.0,0,0.3165180087,0.9107885957,0.655,0.26626018,0.633,0.25731707,1608234935315015009,5.745,79.3562,0.999,0.094287,1.26942e-05,0.576,0.316117,0.5207067,0.5197789,19.929207,3.6821282,0.47322336,4.6318808,4.9386525,0.9998607,d6_m7,-71.943794,72.33402,1.0347551,30.0,2,423,1.4,0.5.1,2.46,t,2459362.7349306,2459362.7349306,2458442.040405,2459334.7125463,2458217.781655,16.774,16.7787,0.010912,3.1552072,15.994738,-999.0,18.471,16.763088,26.244087,0.038514,7.0151e-06,1023.9814,0,322,26,15.976285,-999.0,15,1608,469,7,2,ZTF21aaxtctv,108621928227075212,108621928214285011,108621928213045807,ztf_20210528234931_000423_zr_c14_o_q2_scimrefdiffimg.fits,1608234935315,1,Kulkarni,Fink,192.8226707,192.8222096,0.88857144,t17_f5_c3,53,423120253,3.3,72.0330734253,0.9637541,-999.0,18.5528,19.1598,0.5,0.0739464,0.5,0.369,0.025,0.0312,0.114,0.044454042,-999.0,17.9011,18.7988,-0.8911468,-999.0,18.08,-999.0,-999.0,-999.0,null,144.27782,1.0,-999.0,18.057,18.5421,9,0,1367.3539,2056.5186,-8.54e-06,26.3,,,-1.0,-1.0,-1.0,Ambiguous,0.0092791746,0.0220391217,0.992982,0.0715475934,0.0478185308,0.0398133249,2021-05-28 05:38:18.004,2021-04-30 05:06:04.000,28.0223842999,Virgo
Unknown,0.0,20,0.0,0.0,0,0.9398232698,0.8996198773,0.719,0.33915094,0.713,0.33632076,1608189375315015015,8.33,18.257109,0.983,-0.060084,1.89041e-05,0.578,0.318032,0.520692,0.5205089,20.473349,4.6558805,0.44234815,4.6073394,4.9390545,0.99998724,d6_m7,-51.26898,37.72665,1.0084151,30.0,1,423,1.4,0.5.1,2.12,t,2459362.689375,2459362.689375,2458491.998831,2459334.7125463,2458203.80559,17.7539,17.8068,-0.00217,2.719448,15.994738,-999.0,17.705,17.75607,26.32107,0.035361,1.05341e-05,1026.1172,0,321,25,16.02675,-999.0,15,1608,463,7,3,ZTF21aaxtctv,108621928227075212,108621928214285011,108621928213045807,ztf_20210528189375_000423_zg_c14_o_q2_scimrefdiffimg.fits,1608189375315,1,Kulkarni,Fink,192.8226661,192.8213695,0.9142857,t17_f5_c3,53,423120153,3.3,40.3587799072,1.1972107,-999.0,18.5528,19.1598,0.5,0.0739464,0.5,0.324,0.037,0.0478,0.077,0.05606154,-999.0,17.9011,18.7988,-0.01489927,-999.0,18.08,-999.0,-999.0,-999.0,null,88.99563,0.9525748,-999.0,18.057,18.5421,15,0,1381.2983,2054.3828,-1.277e-05,26.285,,,-1.0,-1.0,-1.0,SN candidate,0.0574470031,0.0325902036,0.992982,0.0715475934,0.0478185308,0.0398133249,2021-05-28 04:32:42.000,2021-04-30 05:06:04.000,27.9768286999,Virgo
Unknown,0.0,19,0.0,0.0,0,0.9552378058,0.8183327317,0.758,0.31193414,0.745,0.30658436,1605274275315015005,8.33,4.4732714,0.984,-0.029642,8.08236e-05,0.491,0.26771,0.5207028,0.5205089,18.897072,4.5486436,0.55105144,4.4999375,4.8178225,1.0,d6_m7,-16.025486,10.402334,1.0174496,30.0,1,423,1.4,0.5.1,2.43,t,2459359.7742708,2459359.7742708,2458491.998831,2459334.7125463,2458203.80559,17.7177,17.7897,0.129094,1.1793727,15.994738,-999.0,17.705,17.588606,26.225607,0.040479,3.23746e-05,1040.9548,0,320,24,16.074726,-999.0,15,1605,272,7,0,ZTF21aaxtctv,108621928227075212,108621928214285011,108621928213045807,ztf_20210525274271_000423_zg_c14_o_q2_scimrefdiffimg.fits,1605274275315,1,Kulkarni,Fink,192.8226342,192.8213695,0.8971428,t17_f5_c3,53,423120153,3.3,22.0142002106,1.1148158,-999.0,18.5528,19.1598,0.5,0.0739464,0.5,0.324,0.1219,0.1669,0.077,0.07669963,-999.0,17.9011,18.7988,1.722322,-999.0,18.08,-999.0,-999.0,-999.0,null,26.42782,1.0,-999.0,18.057,18.5421,5,0,1354.3706,2039.5452,-4.635e-05,26.2115,,,-1.0,-1.0,-1.0,SN candidate,0.0409013232,0.0182264696,0.853586,0.0913830581,0.029357606,0.021938983,2021-05-25 06:34:56.997,2021-04-30 05:06:04.000,25.0617244998,Virgo
Unknown,0.0,18,0.0,0.0,0,0.4748621881,0.8961111903,0.708,0.32777777,0.663,0.30694443,1605210095315015007,5.745,16.752901,0.985,0.103805,2.76231e-05,0.576,0.318531,0.5207059,0.5197789,19.20424,3.6729047,0.48063093,4.6154294,4.924071,0.99999994,d6_m7,-33.960705,51.12157,1.0678734,30.0,2,423,1.4,0.5.1,2.16,t,2459359.7100926,2459359.7100926,2458442.040405,2459334.7125463,2458217.781655,16.7698,16.7785,0.034781,2.4344416,15.994738,-999.0,18.471,16.73502,26.20002,0.048897,1.54076e-05,1031.4998,0,319,23,15.98925,-999.0,15,1605,463,7,3,ZTF21aaxtctv,108621928227075212,108621928214285011,108621928213045807,ztf_20210525210069_000423_zr_c14_o_q2_scimrefdiffimg.fits,1605210095315,1,Kulkarni,Fink,192.8226662,192.8222096,0.89428574,t17_f5_c3,53,423120253,3.3,36.4401359558,1.1842202,-999.0,18.5528,19.1598,0.5,0.0739464,0.5,0.369,0.0418,0.0535,0.114,0.049679272,-999.0,17.9011,18.7988,0.8911005,-999.0,18.08,-999.0,-999.0,-999.0,null,85.082275,0.9937687,-999.0,18.057,18.5421,7,0,1371.5573,2049.0002,-1.866e-05,26.263,,,-1.0,-1.0,-1.0,SN candidate,0.0117676252,0.0124481122,0.853586,0.0913830581,0.029357606,0.021938983,2021-05-25 05:02:32.001,2021-04-30 05:06:04.000,24.9975462998,Virgo
Unknown,0.0,17,0.0,0.0,0,0.889801383,0.8983171582,0.974,0.29785934,0.965,0.29510704,1600210865315015005,5.745,7.760418,0.987,0.104039,1.77592e-05,0.577,0.317104,0.5206762,0.5197789,19.736351,3.589498,0.3841027,4.6234417,4.9802203,1.0,d6_m7,-72.28106,28.227896,1.0093265,30.0,2,423,1.4,0.5.1,3.27,t,2459354.7108681,2459354.7108681,2458442.040405,2459334.7125463,2458217.781655,16.6743,16.6595,-0.001892,3.0620518,15.994738,-999.0,18.471,16.676191,26.212193,0.043946,9.8786e-06,1002.2063,0,318,22,16.05292,-999.0,15,1600,472,7,0,ZTF21aaxtctv,108621928227075212,108621928214285011,108621928213045807,ztf_20210520210833_000423_zr_c14_o_q2_scimrefdiffimg.fits,1600210865315,1,Kulkarni,Fink,192.8226729,192.8222096,0.8685714,t17_f5_c3,53,423120253,3.3,44.6522903442,0.9145137,-999.0,18.5528,19.1598,0.5,0.0739464,0.5,0.369,0.0219,0.0269,0.114,0.037478738,-999.0,17.9011,18.7988,-0.8098902,-999.0,18.08,-999.0,-999.0,-999.0,null,100.50896,1.0,-999.0,18.057,18.5421,5,0,1379.8285,2078.2937,-1.199e-05,26.275,,,-1.0,-1.0,-1.0,SN candidate,-0.013859414,0.0138269549,0.703974,0.0644170433,0.0584752756,0.0233496467,2021-05-20 05:03:39.004,2021-04-30 05:06:04.000,19.9983218,Virgo
Unknown,0.0,16,0.0,0.0,0,0.9267219305,0.8729861975,0.972,0.35867158,0.943,0.3479705,1600178075315015009,8.33,6.408021,0.983,-0.038029,3.87103e-05,0.546,0.299939,0.5206872,0.5205089,19.898603,4.6582985,0.4264115,4.6094217,4.948897,1.0,d6_m7,-44.992138,23.013004,1.0307529,30.0,1,423,1.4,0.5.1,2.71,t,2459354.6780787,2459354.6780787,2458491.998831,2459334.7125463,2458203.80559,17.3777,17.3441,-0.002466,2.5209029,15.994738,-999.0,17.705,17.380165,26.310165,0.0403,1.89371e-05,1003.1229,0,317,21,16.036516,-999.0,15,1600,429,7,0,ZTF21aaxtctv,108621928227075212,108621928214285011,108621928213045807,ztf_20210520178032_000423_zg_c14_o_q2_scimrefdiffimg.fits,1600178075315,1,Kulkarni,Fink,192.8226674,192.8213695,0.88714284,t17_f5_c3,53,423120153,3.3,37.2306442261,1.0838331,-999.0,18.5528,19.1598,0.5,0.0739464,0.5,0.324,0.0355,0.0432,0.077,0.05239179,-999.0,17.9011,18.7988,0.3940772,-999.0,18.08,-999.0,-999.0,-999.0,null,68.00514,1.0,-999.0,18.057,18.5421,9,0,1381.273,2077.3772,-2.446e-05,26.289,,,-1.0,-1.0,-1.0,SN candidate,0.044705543,0.0188808778,0.703974,0.0644170433,0.0584752756,0.0233496467,2021-05-20 04:16:26.000,2021-04-30 05:06:04.000,19.9655323997,Virgo
Unknown,0.0,15,0.0,0.52,0,0.9679638743,0.8848848939,1.057,0.24754098,1.04,0.24355972,1596249735315015022,5.745,23.253096,0.983,0.103925,1.40264e-05,0.574,0.316112,0.5206813,0.5197789,19.998579,3.6012745,0.40329304,4.6174283,4.966185,0.9999999,d6_m7,-94.19729,54.24111,1.0163461,30.0,2,423,1.4,0.5.1,4.27,t,2459350.7497338,2459350.7497338,2458442.040405,2459334.7125463,2458217.781655,16.7654,16.7655,0.034309,3.2331798,15.994738,-999.0,18.471,16.73109,26.16109,0.041639,7.7378e-06,1013.9378,0,315,19,16.044943,-999.0,15,1596,467,7,0,ZTF21aaxtctv,108621928227075212,108621928214285011,108621928213045807,ztf_20210516249734_000423_zr_c14_o_q2_scimrefdiffimg.fits,1596249735315,1,Kulkarni,Fink,192.8226705,192.8222096,0.7242857,t17_f5_c3,53,423120253,3.3,49.4961776733,0.7732125,-999.0,18.5528,19.1598,0.5,0.0739464,0.5,0.369,0.0187,0.0228,0.114,0.03993925,-999.0,17.9011,18.7988,-0.08771259,-999.0,18.08,-999.0,-999.0,-999.0,null,148.4384,1.0,-999.0,18.057,18.5421,22,0,1369.0964,2066.5623,-9.43e-06,26.225,,,-1.0,-1.0,-1.0,Early SN Ia candidate,-0.0152009982,0.0290677996,0.470837,0.0672074369,0.0296483248,0.0473296128,2021-05-16 05:59:37.000,2021-04-30 05:06:04.000,16.0371874999,Virgo
Unknown,0.0,14,0.0,0.52,0,0.9574300647,0.8835611343,1.205,0.28690475,1.179,0.28071427,1596191145315015013,8.33,8.6588335,0.979,-0.045804,3.46455e-05,0.549,0.301857,0.5206768,0.5205089,20.164114,4.649413,0.4026295,4.6002026,4.9570208,0.9999937,d6_m7,-75.70719,33.949177,1.0220526,30.0,1,423,1.4,0.5.1,4.2,t,2459350.6911458,2459350.6911458,2458491.998831,2459334.7125463,2458203.80559,17.1633,17.1535,-0.038627,3.000813,15.994738,-999.0,17.705,17.201927,26.259928,0.039751,1.72194e-05,1007.7402,0,314,18,16.067095,-999.0,15,1596,440,7,0,ZTF21aaxtctv,108621928227075212,108621928214285011,108621928213045807,ztf_20210516191146_000423_zg_c14_o_q2_scimrefdiffimg.fits,1596191145315,1,Kulkarni,Fink,192.8226663,192.8213695,0.6685714,t17_f5_c3,53,423120153,3.3,42.4124641418,0.8329788,-999.0,18.5528,19.1598,0.5,0.0739464,0.5,0.324,0.0217,0.0262,0.077,0.054052714,-999.0,17.9011,18.7988,0.03850517,-999.0,18.08,-999.0,-999.0,-999.0,null,109.656364,1.0,-999.0,18.057,18.5421,13,0,1360.0175,2072.7598,-2.207e-05,26.2375,,,-1.0,-1.0,-1.0,Early SN Ia candidate,0.0136815266,0.0361645948,0.470837,0.0672074369,0.0296483248,0.0473296128,2021-05-16 04:35:14.997,2021-04-30 05:06:04.000,15.9785994999,Virgo
Unknown,0.0,13,0.0,0.52,0,0.932098031,0.8953525424,0.726,0.25928572,0.711,0.25392857,1594231205315015036,8.33,26.36006,0.984,-0.056411,1.94508e-05,0.566,0.315736,0.5206899,0.5205089,20.548882,4.6415224,0.44607013,4.592688,4.9284163,0.99998844,d6_m7,-79.234375,125.19615,1.0210971,30.0,1,423,1.4,0.5.1,2.8,t,2459348.7312037,2459348.7312037,2458491.998831,2459334.7125463,2458203.80559,17.1855,17.1824,0.010388,3.3633816,15.994738,-999.0,17.705,17.175112,26.263111,0.03494,1.05632e-05,1013.3811,0,312,16,16.041506,-999.0,15,1594,466,7,5,ZTF21aaxtctv,108621928227075212,108621928214285011,108621928213045807,ztf_20210514231204_000423_zg_c14_o_q2_scimrefdiffimg.fits,1594231205315,1,Kulkarni,Fink,192.8226623,192.8213695,0.87714285,t17_f5_c3,53,423120153,3.3,36.6240005493,0.9231901,-999.0,18.5528,19.1598,0.5,0.0739464,0.5,0.324,0.0216,0.0261,0.077,0.045851402,-999.0,17.9011,18.7988,0.2259829,-999.0,18.08,-999.0,-999.0,-999.0,null,204.43053,0.9696243,-999.0,18.057,18.5421,36,0,1360.6516,2067.119,-1.295e-05,26.232,,,-1.0,-1.0,-1.0,Early SN Ia candidate,0.0107740805,0.0210497031,0.412728,0.0639389582,0.0407856281,0.029708817,2021-05-14 05:32:56.000,2021-04-30 05:06:04.000,14.0186573998,Virgo
Unknown,0.0,12,0.0,0.545,0,0.8527018428,0.8470249176,0.665,0.27593362,0.653,0.27095437,1594191055315015011,5.745,130.89868,0.989,0.102814,1.2001e-05,0.574,0.31592,0.5207045,0.5197789,20.383919,3.6660142,0.48045334,4.6085844,4.9197607,0.99958646,d6_m7,-111.65677,116.23404,1.0183767,30.0,2,423,1.4,0.5.1,2.41,t,2459348.6910532,2459348.6910532,2458442.040405,2459334.7125463,2458217.781655,16.8049,16.8128,0.042515,3.5790179,15.994738,-999.0,18.471,16.762384,26.193384,0.040209,6.6352e-06,1015.9856,0,311,15,15.997089,-999.0,15,1594,469,7,2,ZTF21aaxtctv,108621928227075212,108621928214285011,108621928213045807,ztf_20210514191053_000423_zr_c14_o_q2_scimrefdiffimg.fits,1594191055315,1,Kulkarni,Fink,192.8226645,192.8222096,0.88857144,t17_f5_c3,53,423120253,3.3,81.6627502441,1.0066935,-999.0,18.5528,19.1598,0.5,0.0739464,0.5,0.369,0.0189,0.023,0.114,0.044562757,-999.0,17.9011,18.7988,0.3557245,-999.0,18.08,-999.0,-999.0,-999.0,null,227.89081,1.0,-999.0,18.057,18.5421,11,0,1360.401,2064.5144,-8.08e-06,26.255,,,-1.0,-1.0,-1.0,Early SN Ia candidate,-0.0306223249,0.0213914867,0.412728,0.0639389582,0.0407856281,0.029708817,2021-05-14 04:35:06.996,2021-04-30 05:06:04.000,13.9785068999,Virgo
Unknown,0.0,11,0.0,0.638,0,0.9384351373,0.8841993809,0.732,0.25416666,0.691,0.23993056,1591194515315015013,5.745,41.03817,0.984,0.090153,1.03858e-05,0.577,0.317287,0.5206898,0.5197789,20.124172,3.6296434,0.4247708,4.6236105,4.958282,0.9999989,d6_m7,-86.9437,57.096245,1.0593343,30.0,2,423,1.4,0.5.1,2.88,t,2459345.6945139,2459345.6945139,2458442.040405,2459334.7125463,2458217.781655,16.8547,16.8452,0.000554,3.2694721,15.994738,-999.0,18.471,16.854145,26.161146,0.036102,5.8139e-06,1037.0686,0,310,14,16.020903,-999.0,15,1591,464,7,5,ZTF21aaxtctv,108621928227075212,108621928214285011,108621928213045807,ztf_20210511194502_000423_zr_c14_o_q2_scimrefdiffimg.fits,1591194515315,1,Kulkarni,Fink,192.822671,192.8222096,0.87142855,t17_f5_c3,53,423120253,3.3,49.0769844055,0.9009329,-999.0,18.5528,19.1598,0.5,0.0739464,0.5,0.369,0.022,0.0268,0.114,0.046076305,-999.0,17.9011,18.7988,-0.3770825,-999.0,18.08,-999.0,-999.0,-999.0,null,144.03995,0.9708667,-999.0,18.057,18.5421,13,0,1397.0343,2043.4314,-7.04e-06,26.215,,,-1.0,-1.0,-1.0,Early SN Ia candidate,-0.0580155822,0.0160907233,0.288025,0.0645203723,0.0674768705,0.0236673784,2021-05-11 04:40:06.001,2021-04-30 05:06:04.000,10.9819676001,Virgo
Unknown,0.0,10,0.0,0.642,0,0.9287961125,0.8574244976,0.734,0.2936,0.716,0.2864,1591173685315015017,8.33,25.462425,0.984,-0.066075,1.62548e-05,0.574,0.318148,0.5206997,0.5205089,20.413404,4.665373,0.45976734,4.6172485,4.9359913,0.9999998,d6_m7,-89.92433,77.75441,1.0251397,30.0,1,423,1.4,0.5.1,2.5,t,2459345.6736806,2459345.6736806,2458491.998831,2459334.7125463,2458203.80559,17.1518,17.1679,0.00963,3.2616038,15.994738,-999.0,17.705,17.14217,26.22517,0.034836,9.0006e-06,1024.1641,0,309,13,16.002256,-999.0,15,1591,469,7,3,ZTF21aaxtctv,108621928227075212,108621928214285011,108621928213045807,ztf_20210511173681_000423_zg_c14_o_q2_scimrefdiffimg.fits,1591173685315,1,Kulkarni,Fink,192.8226677,192.8213695,0.9257143,t17_f5_c3,53,423120153,3.3,43.1682395935,1.0320165,-999.0,18.5528,19.1598,0.5,0.0739464,0.5,0.324,0.0229,0.0283,0.077,0.045164727,-999.0,17.9011,18.7988,0.2064548,-999.0,18.08,-999.0,-999.0,-999.0,null,167.67874,0.99024624,-999.0,18.057,18.5421,17,0,1390.7874,2056.336,-1.093e-05,26.186,,,-1.0,-1.0,-1.0,Early SN Ia candidate,0.0090940308,0.0361588107,0.288025,0.0645203723,0.0674768705,0.0236673784,2021-05-11 04:10:06.004,2021-04-30 05:06:04.000,10.9611342996,Virgo
Unknown,0.0,9,0.0,0.646,0,0.9282677174,0.8608810902,0.756,0.32170212,0.733,0.3119149,1589235045315015019,8.33,68.424644,0.985,-0.066998,1.96231e-05,0.571,0.316591,0.5207063,0.5205089,20.40728,4.6510906,0.48956233,4.6032233,4.9116244,0.9999969,d6_m7,-86.71722,75.09196,1.0313779,30.0,1,423,1.4,0.5.1,2.35,t,2459343.7350463,2459343.7350463,2458491.998831,2459334.7125463,2458203.80559,17.1286,17.1571,0.00406,3.2786796,15.994738,-999.0,17.705,17.12454,26.21654,0.036832,1.0776e-05,1025.9762,0,308,12,15.996602,-999.0,15,1589,461,7,0,ZTF21aaxtctv,108621928227075212,108621928214285011,108621928213045807,ztf_20210509235035_000423_zg_c14_o_q2_scimrefdiffimg.fits,1589235045315,1,Kulkarni,Fink,192.8226627,192.8213695,0.89857143,t17_f5_c3,53,423120153,3.3,66.5666351318,1.1051574,-999.0,18.5528,19.1598,0.5,0.0739464,0.5,0.324,0.0225,0.0281,0.077,0.053609483,-999.0,17.9011,18.7988,0.2929462,-999.0,18.08,-999.0,-999.0,-999.0,null,161.80917,1.0,-999.0,18.057,18.5421,19,0,1393.4343,2054.5237,-1.315e-05,26.178,,,-1.0,-1.0,-1.0,Early SN Ia candidate,0.0078052282,0.037282131,,,,,2021-05-09 05:38:28.000,2021-04-30 05:06:04.000,9.0225,Virgo
Unknown,0.0,8,0.0,0.631,0,0.9329907894,0.8222751021,0.815,0.29528984,0.799,0.28949276,1587295835315015031,8.33,36.617496,0.984,-0.057401,2.01319e-05,0.569,0.320077,0.5206959,0.5205089,20.562162,4.6575656,0.45292363,4.609456,4.9347076,0.9999994,d6_m7,-105.30703,74.95199,1.020025,30.0,1,423,1.4,0.5.1,2.76,t,2459341.7958333,2459341.7958333,2458491.998831,2459334.7125463,2458203.80559,17.0726,17.0673,-0.036804,3.4895623,15.994738,-999.0,17.705,17.109404,26.265404,0.03598,1.12168e-05,1033.2086,0,306,10,16.016289,-999.0,15,1587,464,7,2,ZTF21aaxtctv,108621928227075212,108621928214285011,108621928213045807,ztf_20210507295833_000423_zg_c14_o_q2_scimrefdiffimg.fits,1587295835315,1,Kulkarni,Fink,192.8226661,192.8213695,0.8757143,t17_f5_c3,53,423120153,3.3,50.621131897,0.969625,-999.0,18.5528,19.1598,0.5,0.0739464,0.5,0.324,0.0191,0.0229,0.077,0.04850797,-999.0,17.9011,18.7988,0.2249082,-999.0,18.08,-999.0,-999.0,-999.0,null,180.25902,1.0,-999.0,18.057,18.5421,31,0,1383.5947,2047.2914,-1.358e-05,26.233,,,-1.0,-1.0,-1.0,Early SN Ia candidate,-0.0302623996,0.0336220823,0.02636,0.0652718228,0.0191656269,0.0445371679,2021-05-07 07:05:59.997,2021-04-30 05:06:04.000,7.0832869997,Virgo
Unknown,0.0,7,0.0,0.1,0,0.6269401312,0.7436639071,0.778,0.27491167,0.75,0.26501766,1587249035315015026,5.745,9.765105,0.983,0.09076,1.08813e-05,0.578,0.318612,0.5206921,0.5197789,20.308561,3.6353252,0.4329404,4.6219873,4.952973,1.0,d6_m7,-83.45019,43.87699,1.0373334,30.0,2,423,1.4,0.5.1,2.83,t,2459341.7490394,2459341.7490394,2458442.040405,2459334.7125463,2458217.781655,17.097,17.0745,0.013956,3.211562,15.994738,-999.0,18.471,17.083044,26.218044,0.036695,6.1172e-06,1045.3785,0,305,9,16.016645,-999.0,15,1587,462,7,0,ZTF21aaxtctv,108621928227075212,108621928214285011,108621928213045807,ztf_20210507249039_000423_zr_c14_o_q2_scimrefdiffimg.fits,1587249035315,1,Kulkarni,Fink,192.8226702,192.8222096,0.9128571,t17_f5_c3,53,423120253,3.3,33.53150177,0.9414626,-999.0,18.5528,19.1598,0.5,0.0739464,0.5,0.369,0.0235,0.0281,0.114,0.04367365,-999.0,17.9011,18.7988,-0.378913,-999.0,18.08,-999.0,-999.0,-999.0,null,127.32718,1.0,-999.0,18.057,18.5421,26,0,1401.2148,2035.1215,-7.39e-06,26.271,,,-1.0,-1.0,-1.0,SN candidate,-0.0516222973,0.0305047747,0.02636,0.0652718228,0.0191656269,0.0445371679,2021-05-07 05:58:37.004,2021-04-30 05:06:04.000,7.0364930998,Virgo
