tns_name,previous_name,repeater_name,ra,ra_err,ra_notes,dec,dec_err,dec_notes,gl,gb,exp_up,exp_up_err,exp_up_notes,exp_low,exp_low_err,exp_low_notes,bonsai_snr,bonsai_dm,low_ft_68,up_ft_68,low_ft_95,up_ft_95,snr_fitb,dm_fitb,dm_fitb_err,dm_exc_ne2001,dm_exc_ymw16,bc_width,scat_time,scat_time_err,flux,flux_err,flux_notes,fluence,fluence_err,fluence_notes,sub_num,mjd_400,mjd_400_err,mjd_inf,mjd_inf_err,width_fitb,width_fitb_err,sp_idx,sp_idx_err,sp_run,sp_run_err,high_freq,low_freq,peak_freq,chi_sq,dof,flag_frac,excluded_flag
BLIND_02,-9999,-9999,82.994575,4e-07,-9999,33.147941,4e-06,-9999,174.88,-0.22,17.04,0.0,No error on exposure due to precise position. See Section 2.2.,-9999.0,-9999.0,-9999,23.7,595.2,0.0,12.0,0.0,21.8,41.8,564.367,0.043,375.9,277.3,0.03637,<0.0069,-9999.0,0.46,0.28,-9999,12.6,5.5,-9999,0,58441.401871911,2.9e-08,58441.401702677,3.2e-08,0.00500,0.00096,61.0,17.0,-59.0,15.0,800.2,548.9,668.9,1288631.088,1285296,0.41,0
BLIND_02,-9999,-9999,82.994575,4e-07,-9999,33.147941,4e-06,-9999,174.88,-0.22,17.04,0.0,No error on exposure due to precise position. See Section 2.2.,-9999.0,-9999.0,-9999,23.7,595.2,0.0,12.0,0.0,21.8,41.8,564.367,0.043,375.9,277.3,0.03637,<0.0069,-9999.0,0.46,0.28,-9999,12.6,5.5,-9999,1,58441.401872061,5.1e-08,58441.401702827,5.3e-08,0.0096,0.0031,72.0,11.0,-79.0,13.0,746.0,530.7,629.2,1288631.088,1285296,0.41,0
BLIND_02,-9999,-9999,82.994575,4e-07,-9999,33.147941,4e-06,-9999,174.88,-0.22,17.04,0.0,No error on exposure due to precise position. See Section 2.2.,-9999.0,-9999.0,-9999,23.7,595.2,0.0,12.0,0.0,21.8,41.8,564.367,0.043,375.9,277.3,0.03637,<0.0069,-9999.0,0.46,0.28,-9999,12.6,5.5,-9999,2,58441.401872293,3.8e-08,58441.401703059,4e-08,0.0081,0.0027,75.0,23.0,-98.0,32.0,684.6,503.6,587.2,1288631.088,1285296,0.41,0
